id,text,target
549,civil war battle bull hero colonel new hampshire letter signed,1
550,dragon ball battle gods rotten tomatoes rottentomatoes,0
551,added video couture playlist of tanks battle assistant mod bat chat art boom,0
552,ya boy clip ku battle of radio heavy bag battle dom to tring battle rap chris hughes,0
553,fully aware battle support in that fight,1
554,baa ck petersen bow hunting battle the bows sure head over cast vote your,0
555,tb throwback want battle war,0
556,kel by tomlinson mild mannered bateman metropolitan team fights never-ending battle hits rbi the sf giants way,0
557,black eye space battle occurred star involving fleets totalling ships destroyed,1
558,really happened the king story trailer space battle ripped hole saturn ey tay ne us is,0
559,after battle animations so fucking,0
560,what with battle the block cbs big brother finally,0
561,du gon in rap battle me,0
562,your thing battle internal external motivation,0
563,check this item just phantasm al cummerbund aircraft,0
564,young german storm trooper engaged the battle the somme,1
565,liked couture video marvel dc avengers battle,0
566,utah canary sigh daily battle,0
567,sexy dragon magic ive to realization dont the attention span mass battle games painting playing,0
568,detroit pl to who win battle,0
569,battle the goats,0
570,star wars power the jedi collection battle droid hasbro read bay,0
571,black eye space battle occurred star involving fleets totalling ships destroyed,0
572,lone pine remembered australia descendants grow canberra gallipoli ww,0
573,did miss gary busy son plays dixie his electronic green fiddle the post battle celebration sequence,0
574,news feel longer transport bio terror germs wake anthrax lab mishaps,1
575,feel longer transport bio terror germs usa today,0
576,usa feel no to transport bio terror pathogens news in sweets,0
577,feel longer transport bio terror germs wake anthrax lab mishaps usa today,1
578,jacksonville bus in es feel stops shipping potential bio terror pathogens,1
579,feel no transport bio terror pathogens wake anthrax lab mishaps,0
580,ph responds feel longer transport bio terror germs wake anthrax lab mishaps,1
581,news feel longer transport bio terror germs wake anthrax lab mishaps what feel no cot,1
582,feel stop transporting bio terror germs lab mishaps feel stopped transporting research,1
583,feel longer ship potential bio terror pathogens at biz caron,0
584,frontage bio terror lab faced secret sanctions rick perry does the cut fox news got debate usa today,0
585,feel longer transport bio terror germs wake anthrax lab mishaps usa today,0
586,house energy amp amp commerce subcommittee hold hearing cdc oversight bio terror labs army anthrax mishaps tt,1
587,feel willing transport specimens potential bio terror pathogens wake anthrax lab mishaps,1
588,feel longer transport bio terror germs wake anthrax lab mishaps,1
589,feel longer transport bio terror germs wake anthrax lab mishaps news phone apple mobile,1
590,rt alison ann young exclusive feel longer transport specimens bio terror pathogens wake anthrax lab mishaps,0
591,hmm this be for researchers feel longer transport select agents usa today,1
592,feel longer transport bio terror germs wake anthrax lab mishaps,0
593,feel longer transport bio terror germs wake anthrax lab mishaps,1
594,feel ship potential bio terror pathogens feel corp nyse dx no longer deliver packages,1
595,feel longer ship potential bio terror pathogens atlanta business chronicle,0
596,you feel no shipping live microbes the department defense,0
597,now playing orchard alley les nec bio terror manufactured fear state repression abc north gardens,1
598,feel longer transport bio terror germs usa today,0
599,biz journal feel stops shipping potential bio terror pathogens,1
600,usa today todays frontage bio terror lab faced secret sanctions rick perry does the cut fox new,1
601,breaking news feel longer to transport specimens potential bio ter,0
602,feel longer transport bio terror germs wake anthrax lab mishaps usa today,1
603,feel stops shipping potential bio terror pathogens trucking,1
604,feel longer transport bio terror germs wake anthrax lab mishaps,1
605,feel longer transport bio terror germs wake anthrax lab mishaps,1
606,feel longer shipping bio terror germs via tv scoop it,0
607,feel longer transport bio terror germs wake anthrax lab mishaps,0
608,usa today todays frontage bio terror lab faced secret sanctions rick perry does the cut fox new,1
609,feel longer transport bio terror germs wake anthrax lab mishaps usa today,1
610,bio lab safety concerns grow feel stops transporting specimens facilities dumbfounded action,0
611,fight bio terrorism sir,1
612,liked couture video sema region iii targeted bio terrorism nasa japan rocket launch lithium,1
613,anthrax bio terrorism cdc carry extensive review lab safety pathogen handling procedures,1
614,firepower the lab electronic resource automation the fight infectious diseases bio terrorism,0
615,ca gov bl ksa mp wh ts colluded wh usa gov hostage amp uk bio terrorism amp use her lg org id is still her svp,1
616,darrell is that iran deal cover bio terrorism got cut terrible them up good work,1
617,tale two pox body horrors virus infectious diseases bio terrorism,1
618,bio terrorism public health super bug bio labs epidemics bio surveillance outbreaks homeland security news wire,1
619,creation climate change bio terrorism mass automation workforce contact other life wealth inequality yea we ve it easy,0
620,lies trust did cia hollywood bio terrorism len horowitz vaccines no,0
621,magazine satan daughter shadow warrior ft women aka transcended mode ps nec about fold extra extra center bio terrorism,1
622,dr richard lesser yes would not since college been difficult to of bio terrorism esp bc dispersed,1
623,volunteers to participate emergency preparedness drill simulating bio terrorism disaster he news network,1
624,meyer joe rn the lone vi ro logic mackay im major american newspaper running series all alleged bio terrorism going,1
625,fight bio terrorism sir,0
626,cdc pretty cool list all bio terrorism agents,1
627,government experts concerned possible bio terrorism gm organisms scientists concerned the,1
628,this prepare his selects regional special pathogen treatment centers bio terrorism infectious bola,0
629,station cdr kelly support ys usa gov taken hostage uk clergy forced exist younger amp grossly disfigured bio terrorism ap,1
630,won amp think possibility my transformation impossible dont like medical mysteries bio terrorism sucks,0
631,fight bio terrorism sir,1
632,about book describing future therapies technologies sport sexuality bio terrorism diagnosis digital health hc sm,0
633,phi beta ugliness your ugly me social action flats bio terrorism im who fbi to le want in home abc,1
634,howard bl ksa mp wh ts colluded wh usa gov hostage amp uk bio terrorism amp use her lg org id is still,1
635,fight bio terrorism sir,0
636,span bl ksa mp wh ts colluded wh usa gov hostage amp uk bio terrorism amp use her lg org id is still,1
637,on france bio terrorism rockefeller chi rockefeller un iv heiress evade lg efforts prosecute bl ks harvard kidnap afp,0
638,iran deal covers nuclear activity are doing bio terrorism iran broken least agreements,1
